detector_name,route,direction,lat,lon,lane
6423,I-35E,SB,45.12133,-93.04985,0
9643,I-35E,SB,45.12133,-93.04985,0
7826,I-35E,SB,45.12353,-93.04983,1
7827,I-35E,SB,45.12353,-93.04983,2
6421,I-35E,SB,45.125,-93.04964,1
6422,I-35E,SB,45.125,-93.04964,2
9642,I-35E,SB,45.12552,-93.04939,0
6419,I-35E,SB,45.13221,-93.04415,1
6420,I-35E,SB,45.13221,-93.04415,2
131,I-35W,NB,44.76002,-93.28889,1
132,I-35W,NB,44.76002,-93.28889,2
7042,I-35W,NB,44.76002,-93.28889,3
152,I-35W,NB,44.76554,-93.28865,0
258,I-35W,NB,44.76892,-93.28846,1
259,I-35W,NB,44.76892,-93.28846,2
461,I-35W,NB,44.76892,-93.28846,3
111,I-35W,NB,44.76935,-93.28845,0
3500,I-35W,NB,44.76935,-93.28845,0
4745,I-35W,NB,44.76935,-93.28845,0
4990,I-35W,NB,44.76935,-93.28845,0
153,I-35W,NB,44.77192,-93.28833,0
6782,I-35W,NB,44.77228,-93.28831,2
6783,I-35W,NB,44.77228,-93.28831,3
6784,I-35W,NB,44.77228,-93.28831,4
9586,I-35W,NB,44.77228,-93.28831,1
112,I-35W,NB,44.77478,-93.28821,0
3498,I-35W,NB,44.77478,-93.28821,0
4746,I-35W,NB,44.77478,-93.28821,0
154,I-35W,NB,44.77588,-93.28825,0
260,I-35W,NB,44.77727,-93.28827,1
261,I-35W,NB,44.77727,-93.28827,2
480,I-35W,NB,44.77727,-93.28827,3
113,I-35W,NB,44.77838,-93.2883,0
3501,I-35W,NB,44.77838,-93.2883,0
4747,I-35W,NB,44.77838,-93.2883,0
5,I-35W,NB,44.77838,-93.2883,0
155,I-35W,NB,44.78284,-93.28842,0
T9581,I-35W,NB,44.78404,-93.28845,1
T9582,I-35W,NB,44.78404,-93.28845,2
T9583,I-35W,NB,44.78404,-93.28845,3
264,I-35W,NB,44.78417,-93.28847,1
265,I-35W,NB,44.78417,-93.28847,2
500,I-35W,NB,44.78417,-93.28847,3
9588,I-35W,NB,44.78417,-93.28847,1
114,I-35W,NB,44.78662,-93.28857,0
2,I-35W,NB,44.78662,-93.28857,0
3499,I-35W,NB,44.78662,-93.28857,0
4748,I-35W,NB,44.78662,-93.28857,0
9589,I-35W,NB,44.78662,-93.28857,0
6905,I-35W,NB,44.78963,-93.28869,1
6906,I-35W,NB,44.78963,-93.28869,2
6907,I-35W,NB,44.78963,-93.28869,3
6785,I-35W,NB,44.79049,-93.28872,1
6786,I-35W,NB,44.79049,-93.28872,2
6787,I-35W,NB,44.79049,-93.28872,3
8800,I-35W,NB,44.79049,-93.28872,4
492,I-35W,NB,44.79399,-93.28886,0
493,I-35W,NB,44.79725,-93.28919,0
494,I-35W,NB,44.79818,-93.2894,2
495,I-35W,NB,44.79818,-93.2894,3
496,I-35W,NB,44.79818,-93.2894,4
8802,I-35W,NB,44.79818,-93.2894,1
8803,I-35W,NB,44.79818,-93.2894,5
T3575,I-35W,NB,44.80607,-93.29074,1
T3576,I-35W,NB,44.80607,-93.29074,2
T3577,I-35W,NB,44.80607,-93.29074,3
1038,I-35W,NB,44.80749,-93.29098,1
266,I-35W,NB,44.80749,-93.29098,1
267,I-35W,NB,44.80749,-93.29098,2
525,I-35W,NB,44.80749,-93.29098,3
8804,I-35W,NB,44.80749,-93.29098,4
268,I-35W,NB,44.80981,-93.29113,1
269,I-35W,NB,44.80981,-93.29113,2
270,I-35W,NB,44.80981,-93.29113,3
533,I-35W,NB,44.80981,-93.29113,4
156,I-35W,NB,44.81019,-93.29114,0
115,I-35W,NB,44.81498,-93.29123,0
3490,I-35W,NB,44.81498,-93.29123,0
4749,I-35W,NB,44.81498,-93.29123,0
6911,I-35W,NB,44.8166,-93.29116,2
6912,I-35W,NB,44.8166,-93.29116,3
6913,I-35W,NB,44.8166,-93.29116,4
9313,I-35W,NB,44.8166,-93.29116,1
271,I-35W,NB,44.81889,-93.29118,2
272,I-35W,NB,44.81889,-93.29118,3
541,I-35W,NB,44.81889,-93.29118,4
273,I-35W,NB,44.82298,-93.29128,2
274,I-35W,NB,44.82298,-93.29128,3
545,I-35W,NB,44.82298,-93.29128,4
9314,I-35W,NB,44.82298,-93.29128,1
157,I-35W,NB,44.82374,-93.29129,0
116,I-35W,NB,44.82865,-93.29201,0
3,I-35W,NB,44.82865,-93.29201,0
3491,I-35W,NB,44.82865,-93.29201,0
4750,I-35W,NB,44.82865,-93.29201,0
6788,I-35W,NB,44.83011,-93.29273,1
6789,I-35W,NB,44.83011,-93.29273,2
6790,I-35W,NB,44.83011,-93.29273,3
158,I-35W,NB,44.83124,-93.29334,0
275,I-35W,NB,44.83389,-93.29506,1
276,I-35W,NB,44.83389,-93.29506,2
577,I-35W,NB,44.83389,-93.29506,3
6797,I-35W,NB,44.83389,-93.29506,1
117,I-35W,NB,44.83507,-93.29583,0
3492,I-35W,NB,44.83507,-93.29583,0
4751,I-35W,NB,44.83507,-93.29583,0
159,I-35W,NB,44.83806,-93.29758,0
118,I-35W,NB,44.84256,-93.2981,0
3493,I-35W,NB,44.84256,-93.2981,0
4752,I-35W,NB,44.84256,-93.2981,0
277,I-35W,NB,44.84345,-93.29819,2
278,I-35W,NB,44.84345,-93.29819,3
579,I-35W,NB,44.84345,-93.29819,4
6816,I-35W,NB,44.84345,-93.29819,1
6917,I-35W,NB,44.8459,-93.29818,1
6918,I-35W,NB,44.8459,-93.29818,2
6919,I-35W,NB,44.8459,-93.29818,3
6920,I-35W,NB,44.8459,-93.29818,4
279,I-35W,NB,44.84727,-93.29814,2
280,I-35W,NB,44.84727,-93.29814,3
591,I-35W,NB,44.84727,-93.29814,4
6817,I-35W,NB,44.84727,-93.29814,1
160,I-35W,NB,44.85313,-93.29806,0
281,I-35W,NB,44.85709,-93.29809,2
282,I-35W,NB,44.85709,-93.29809,3
6818,I-35W,NB,44.85709,-93.29809,1
729,I-35W,NB,44.85709,-93.29809,4
119,I-35W,NB,44.85735,-93.29809,0
1254,I-35W,NB,44.85735,-93.29809,0
3494,I-35W,NB,44.85735,-93.29809,0
4753,I-35W,NB,44.85735,-93.29809,0
9566,I-35W,NB,44.85735,-93.29809,0
283,I-35W,NB,44.86069,-93.29827,1
284,I-35W,NB,44.86069,-93.29827,2
350,I-35W,NB,44.86069,-93.29827,3
120,I-35W,NB,44.86117,-93.29804,0
3495,I-35W,NB,44.86117,-93.29804,0
4754,I-35W,NB,44.86117,-93.29804,0
1176,I-35W,NB,44.86414,-93.2986,1
1177,I-35W,NB,44.86414,-93.2986,2
3930,I-35W,NB,44.86414,-93.2986,3
9550,I-35W,NB,44.86414,-93.2986,4
121,I-35W,NB,44.86422,-93.2986,0
3508,I-35W,NB,44.86422,-93.2986,0
4755,I-35W,NB,44.86422,-93.2986,0
5312,I-35W,NB,44.86422,-93.2986,0
T9565,I-35W,NB,44.86472,-93.29868,1
T9566,I-35W,NB,44.86472,-93.29868,1
T9567,I-35W,NB,44.86472,-93.29868,2
T9568,I-35W,NB,44.86472,-93.29868,3
285,I-35W,NB,44.86681,-93.29888,1
286,I-35W,NB,44.86681,-93.29888,2
3931,I-35W,NB,44.86681,-93.29888,1
3932,I-35W,NB,44.86681,-93.29888,2
3933,I-35W,NB,44.86681,-93.29888,3
122,I-35W,NB,44.86709,-93.2989,0
3496,I-35W,NB,44.86709,-93.2989,0
4,I-35W,NB,44.86709,-93.2989,0
4756,I-35W,NB,44.86709,-93.2989,0
287,I-35W,NB,44.87102,-93.2987,1
288,I-35W,NB,44.87102,-93.2987,2
3934,I-35W,NB,44.87102,-93.2987,3
6924,I-35W,NB,44.87478,-93.29838,1
6925,I-35W,NB,44.87478,-93.29838,2
6926,I-35W,NB,44.87478,-93.29838,3
289,I-35W,NB,44.87642,-93.29794,1
290,I-35W,NB,44.87642,-93.29794,2
3935,I-35W,NB,44.87642,-93.29794,3
163,I-35W,NB,44.88135,-93.29591,0
291,I-35W,NB,44.88241,-93.29573,1
292,I-35W,NB,44.88241,-93.29573,2
3938,I-35W,NB,44.88241,-93.29573,3
5902,I-35W,NB,44.88411,-93.29588,0
293,I-35W,NB,44.88792,-93.29581,1
294,I-35W,NB,44.88792,-93.29581,2
3939,I-35W,NB,44.88792,-93.29581,3
5904,I-35W,NB,44.88792,-93.29581,3
123,I-35W,NB,44.88863,-93.29544,0
3510,I-35W,NB,44.88863,-93.29544,0
4757,I-35W,NB,44.88863,-93.29544,0
6,I-35W,NB,44.88863,-93.29544,0
295,I-35W,NB,44.89026,-93.28816,1
296,I-35W,NB,44.89026,-93.28816,2
297,I-35W,NB,44.89026,-93.28816,3
4976,I-35W,NB,44.89026,-93.28683,0
298,I-35W,NB,44.89041,-93.27683,1
299,I-35W,NB,44.89041,-93.27683,2
5922,I-35W,NB,44.89041,-93.27683,3
5923,I-35W,NB,44.89041,-93.27683,4
300,I-35W,NB,44.89477,-93.2748,1
301,I-35W,NB,44.89477,-93.2748,2
302,I-35W,NB,44.89477,-93.2748,3
5933,I-35W,NB,44.89477,-93.2748,4
5934,I-35W,NB,44.89477,-93.2748,5
5935,I-35W,NB,44.89477,-93.2748,6
6930,I-35W,NB,44.89548,-93.2748,1
6931,I-35W,NB,44.89548,-93.2748,2
6932,I-35W,NB,44.89548,-93.2748,3
6933,I-35W,NB,44.89548,-93.2748,4
6934,I-35W,NB,44.89548,-93.2748,5
6935,I-35W,NB,44.89548,-93.2748,6
127,I-35W,NB,44.89637,-93.27477,0
3511,I-35W,NB,44.89637,-93.27477,0
4759,I-35W,NB,44.89637,-93.27477,0
168,I-35W,NB,44.89865,-93.27481,0
303,I-35W,NB,44.90194,-93.2748,1
304,I-35W,NB,44.90194,-93.2748,2
305,I-35W,NB,44.90194,-93.2748,3
5941,I-35W,NB,44.90194,-93.2748,4
5942,I-35W,NB,44.90194,-93.2748,5
128,I-35W,NB,44.90637,-93.27477,0
145,I-35W,NB,44.90637,-93.27477,0
146,I-35W,NB,44.90637,-93.27477,0
3518,I-35W,NB,44.90637,-93.27477,0
4760,I-35W,NB,44.90637,-93.27477,0
5943,I-35W,NB,44.90693,-93.27476,1
5944,I-35W,NB,44.90693,-93.27476,1
5945,I-35W,NB,44.90693,-93.27476,2
5946,I-35W,NB,44.90693,-93.27476,2
5947,I-35W,NB,44.90693,-93.27476,3
5948,I-35W,NB,44.90693,-93.27476,3
5949,I-35W,NB,44.90693,-93.27476,4
5950,I-35W,NB,44.90693,-93.27476,4
5951,I-35W,NB,44.90693,-93.27476,5
5952,I-35W,NB,44.90693,-93.27476,5
306,I-35W,NB,44.90715,-93.27476,1
307,I-35W,NB,44.90715,-93.27476,2
308,I-35W,NB,44.90715,-93.27476,3
309,I-35W,NB,44.91327,-93.27467,1
310,I-35W,NB,44.91327,-93.27467,2
311,I-35W,NB,44.91327,-93.27467,3
6941,I-35W,NB,44.916,-93.27463,1
6942,I-35W,NB,44.916,-93.27463,2
6943,I-35W,NB,44.916,-93.27463,3
6944,I-35W,NB,44.916,-93.27463,4
6945,I-35W,NB,44.916,-93.27463,5
169,I-35W,NB,44.91648,-93.27466,0
5977,I-35W,NB,44.9173,-93.27465,0
5963,I-35W,NB,44.91887,-93.27461,1
5964,I-35W,NB,44.91887,-93.27461,2
5965,I-35W,NB,44.91887,-93.27461,3
5966,I-35W,NB,44.91887,-93.27461,4
5967,I-35W,NB,44.91887,-93.27461,5
312,I-35W,NB,44.9199,-93.2746,1
313,I-35W,NB,44.9199,-93.2746,2
314,I-35W,NB,44.9199,-93.2746,3
5968,I-35W,NB,44.9199,-93.2746,4
5969,I-35W,NB,44.9199,-93.2746,5
T3501,I-35W,NB,44.9199,-93.2746,1
5897,I-35W,NB,44.92095,-93.27459,0
129,I-35W,NB,44.92367,-93.27458,0
142,I-35W,NB,44.92367,-93.27458,0
4386,I-35W,NB,44.92367,-93.27458,0
4761,I-35W,NB,44.92367,-93.27458,0
315,I-35W,NB,44.92716,-93.27462,1
316,I-35W,NB,44.92716,-93.27462,2
317,I-35W,NB,44.92716,-93.27462,3
318,I-35W,NB,44.92716,-93.27462,4
6791,I-35W,NB,44.92716,-93.27462,5
170,I-35W,NB,44.93423,-93.27456,0
319,I-35W,NB,44.93495,-93.2746,1
320,I-35W,NB,44.93495,-93.2746,2
321,I-35W,NB,44.93495,-93.2746,3
322,I-35W,NB,44.93495,-93.2746,4
6792,I-35W,NB,44.93495,-93.2746,5
6950,I-35W,NB,44.9356,-93.2746,1
6951,I-35W,NB,44.9356,-93.2746,2
6952,I-35W,NB,44.9356,-93.2746,3
6953,I-35W,NB,44.9356,-93.2746,4
6954,I-35W,NB,44.9356,-93.2746,5
323,I-35W,NB,44.93979,-93.27461,1
324,I-35W,NB,44.93979,-93.27461,2
325,I-35W,NB,44.93979,-93.27461,3
326,I-35W,NB,44.93979,-93.27461,4
6793,I-35W,NB,44.93979,-93.27461,5
130,I-35W,NB,44.94202,-93.27472,0
141,I-35W,NB,44.94202,-93.27472,0
4387,I-35W,NB,44.94202,-93.27472,0
4762,I-35W,NB,44.94202,-93.27472,0
6798,I-35W,NB,44.94202,-93.27472,0
7860,I-35W,NB,44.94322,-93.2747,1
7861,I-35W,NB,44.94322,-93.2747,2
7862,I-35W,NB,44.94322,-93.2747,3
7863,I-35W,NB,44.94322,-93.2747,4
7864,I-35W,NB,44.94322,-93.2747,5
7865,I-35W,NB,44.94322,-93.2747,6
171,I-35W,NB,44.94447,-93.27466,0
327,I-35W,NB,44.9464,-93.27461,1
328,I-35W,NB,44.9464,-93.27461,2
329,I-35W,NB,44.9464,-93.27461,3
330,I-35W,NB,44.9464,-93.27461,4
6794,I-35W,NB,44.9464,-93.27461,5
7866,I-35W,NB,44.94992,-93.27457,0
7867,I-35W,NB,44.95108,-93.27385,0
331,I-35W,NB,44.95176,-93.27332,1
332,I-35W,NB,44.95176,-93.27332,2
333,I-35W,NB,44.95176,-93.27332,3
334,I-35W,NB,44.95176,-93.27332,4
6795,I-35W,NB,44.95176,-93.27332,5
6959,I-35W,NB,44.95275,-93.27246,1
6960,I-35W,NB,44.95275,-93.27246,2
6961,I-35W,NB,44.95275,-93.27246,3
6962,I-35W,NB,44.95275,-93.27246,4
6963,I-35W,NB,44.95275,-93.27246,5
335,I-35W,NB,44.95539,-93.27022,1
336,I-35W,NB,44.95539,-93.27022,2
337,I-35W,NB,44.95539,-93.27022,3
338,I-35W,NB,44.95539,-93.27022,4
6796,I-35W,NB,44.95539,-93.27022,5
339,I-35W,NB,44.95974,-93.26934,1
340,I-35W,NB,44.95974,-93.26934,2
341,I-35W,NB,44.95974,-93.26934,3
342,I-35W,NB,44.95974,-93.26934,4
343,I-35W,NB,44.95974,-93.26934,5
2130,I-35W,NB,44.96567,-93.26681,0
4388,I-35W,NB,44.96567,-93.26681,0
4763,I-35W,NB,44.96567,-93.26681,0
2131,I-35W,NB,44.96568,-93.26474,1
2132,I-35W,NB,44.96568,-93.26474,2
8794,I-35W,NB,44.96568,-93.26474,0
8795,I-35W,NB,44.96568,-93.26474,0
2191,I-35W,NB,44.96568,-93.26272,0
8796,I-35W,NB,44.96568,-93.26272,0
2133,I-35W,NB,44.96675,-93.25455,1
2134,I-35W,NB,44.96675,-93.25455,2
2135,I-35W,NB,44.96743,-93.25369,1
2136,I-35W,NB,44.96743,-93.25369,2
1311,I-35W,NB,44.9677,-93.25272,0
1312,I-35W,NB,44.96879,-93.25301,1
1313,I-35W,NB,44.96879,-93.25301,2
2139,I-35W,NB,44.97201,-93.2506,0
7562,I-35W,NB,44.97314,-93.25019,0
2137,I-35W,NB,44.97336,-93.24947,1
2138,I-35W,NB,44.97336,-93.24947,2
2140,I-35W,NB,44.97447,-93.2487,1
2141,I-35W,NB,44.97447,-93.2487,2
2142,I-35W,NB,44.97447,-93.2487,3
2143,I-35W,NB,44.97447,-93.2487,4
2144,I-35W,NB,44.97503,-93.24798,0
4764,I-35W,NB,44.97503,-93.24798,0
6698,I-35W,NB,44.97503,-93.24798,0
6699,I-35W,NB,44.97674,-93.24588,1
6700,I-35W,NB,44.97674,-93.24588,1
6701,I-35W,NB,44.97674,-93.24588,2
6702,I-35W,NB,44.97674,-93.24588,2
6703,I-35W,NB,44.97674,-93.24588,3
6704,I-35W,NB,44.97674,-93.24588,3
6705,I-35W,NB,44.97674,-93.24588,4
6706,I-35W,NB,44.97674,-93.24588,4
6707,I-35W,NB,44.97674,-93.24588,5
6708,I-35W,NB,44.97674,-93.24588,5
2145,I-35W,NB,44.98107,-93.244,1
2146,I-35W,NB,44.98107,-93.244,2
2147,I-35W,NB,44.98107,-93.244,3
2148,I-35W,NB,44.98107,-93.244,4
2149,I-35W,NB,44.98399,-93.24197,1
2150,I-35W,NB,44.98399,-93.24197,2
2151,I-35W,NB,44.98399,-93.24197,3
7563,I-35W,NB,44.98399,-93.24197,4
2152,I-35W,NB,44.98486,-93.24121,0
4368,I-35W,NB,44.98486,-93.24121,1
4389,I-35W,NB,44.98486,-93.24121,2
4765,I-35W,NB,44.98486,-93.24121,0
6573,I-35W,NB,44.98486,-93.24121,1
2189,I-35W,NB,44.98747,-93.23752,0
2153,I-35W,NB,44.99116,-93.23629,1
2154,I-35W,NB,44.99116,-93.23629,2
2155,I-35W,NB,44.99116,-93.23629,3
7564,I-35W,NB,44.99116,-93.23629,4
2157,I-35W,NB,44.99628,-93.2382,0
2158,I-35W,NB,44.99644,-93.23823,1
2159,I-35W,NB,44.99644,-93.23823,2
2160,I-35W,NB,44.99644,-93.23823,3
2167,I-35W,NB,45.0007,-93.22349,1
2168,I-35W,NB,45.0007,-93.22349,2
2169,I-35W,NB,45.0007,-93.22349,3
2170,I-35W,NB,45.0007,-93.22349,4
2171,I-35W,NB,45.00072,-93.22237,0
4390,I-35W,NB,45.00072,-93.22237,0
4766,I-35W,NB,45.00072,-93.22237,0
2163,I-35W,NB,45.00164,-93.23457,2
2161,I-35W,NB,45.00185,-93.2339,2
2162,I-35W,NB,45.00185,-93.2339,3
2164,I-35W,NB,45.00199,-93.23465,1
2165,I-35W,NB,45.00199,-93.23465,2
2166,I-35W,NB,45.00199,-93.23465,3
2172,I-35W,NB,45.00247,-93.21551,0
2173,I-35W,NB,45.00515,-93.20947,1
2174,I-35W,NB,45.00515,-93.20947,2
2175,I-35W,NB,45.00515,-93.20947,3
2176,I-35W,NB,45.00515,-93.20947,4
2177,I-35W,NB,45.00578,-93.20806,0
4391,I-35W,NB,45.00578,-93.20806,0
4767,I-35W,NB,45.00578,-93.20806,0
2181,I-35W,NB,45.00992,-93.20027,1
2182,I-35W,NB,45.00992,-93.20027,2
2180,I-35W,NB,45.00995,-93.20012,2
6519,I-35W,NB,45.00995,-93.20012,1
2184,I-35W,NB,45.01167,-93.18792,1
2185,I-35W,NB,45.01167,-93.18792,2
2186,I-35W,NB,45.01167,-93.18792,3
2187,I-35W,NB,45.01545,-93.18737,0
2188,I-35W,NB,45.01545,-93.18737,0
4768,I-35W,NB,45.01545,-93.18737,0
5327,I-35W,NB,45.01545,-93.18737,0
2366,I-35W,NB,45.01546,-93.18737,1
4396,I-35W,NB,45.01546,-93.18737,2
4944,I-35W,NB,45.01546,-93.18737,0
5326,I-35W,NB,45.01546,-93.18737,0
2701,I-35W,NB,45.01584,-93.18749,1
2702,I-35W,NB,45.01584,-93.18749,2
2703,I-35W,NB,45.01584,-93.18749,3
2704,I-35W,NB,45.01584,-93.18749,4
2705,I-35W,NB,45.02112,-93.18935,0
2706,I-35W,NB,45.02159,-93.18955,1
2707,I-35W,NB,45.02159,-93.18955,2
2708,I-35W,NB,45.02159,-93.18955,3
8100,I-35W,NB,45.02159,-93.18955,4
2709,I-35W,NB,45.02431,-93.19037,0
4392,I-35W,NB,45.02431,-93.19037,0
4769,I-35W,NB,45.02431,-93.19037,0
2710,I-35W,NB,45.02788,-93.19084,1
2711,I-35W,NB,45.02788,-93.19084,2
2712,I-35W,NB,45.02788,-93.19084,3
8101,I-35W,NB,45.02788,-93.19084,4
2713,I-35W,NB,45.03356,-93.1908,0
2714,I-35W,NB,45.03649,-93.19028,1
2715,I-35W,NB,45.03649,-93.19028,2
2716,I-35W,NB,45.03649,-93.19028,3
8102,I-35W,NB,45.03649,-93.19028,4
2717,I-35W,NB,45.03869,-93.18986,0
4393,I-35W,NB,45.03869,-93.18986,0
4770,I-35W,NB,45.03869,-93.18986,0
2718,I-35W,NB,45.0417,-93.18926,1
2719,I-35W,NB,45.0417,-93.18926,2
2720,I-35W,NB,45.0417,-93.18926,3
8103,I-35W,NB,45.0417,-93.18926,4
2721,I-35W,NB,45.04421,-93.18906,0
2730,I-35W,NB,45.04421,-93.18906,1
2731,I-35W,NB,45.04421,-93.18906,2
4771,I-35W,NB,45.04421,-93.18906,0
5313,I-35W,NB,45.04421,-93.18906,1
2722,I-35W,NB,45.04853,-93.18874,1
2723,I-35W,NB,45.04853,-93.18874,2
2724,I-35W,NB,45.04853,-93.18874,3
8104,I-35W,NB,45.04853,-93.18874,4
2725,I-35W,NB,45.05494,-93.18776,0
2726,I-35W,NB,45.05822,-93.18713,1
2727,I-35W,NB,45.05822,-93.18713,2
2728,I-35W,NB,45.05822,-93.18713,3
8105,I-35W,NB,45.05822,-93.18713,4
2729,I-35W,NB,45.06038,-93.18675,0
4394,I-35W,NB,45.06038,-93.18675,0
4772,I-35W,NB,45.06038,-93.18675,0
4395,I-35W,NB,45.0666,-93.18589,0
4773,I-35W,NB,45.0666,-93.18589,0
975,I-35W,NB,45.0666,-93.18589,0
8106,I-35W,NB,45.06776,-93.18578,6
897,I-35W,NB,45.06776,-93.18578,3
898,I-35W,NB,45.06776,-93.18578,4
899,I-35W,NB,45.06776,-93.18578,5
9581,I-35W,NB,45.06776,-93.18578,1
9582,I-35W,NB,45.06776,-93.18578,2
4774,I-35W,NB,45.0699,-93.18552,0
800,I-35W,NB,45.0699,-93.18552,0
2732,I-35W,NB,45.07241,-93.18525,1
2733,I-35W,NB,45.07241,-93.18525,2
2734,I-35W,NB,45.07241,-93.18525,3
7664,I-35W,NB,45.07253,-93.18523,2
7665,I-35W,NB,45.07253,-93.18523,3
7666,I-35W,NB,45.07253,-93.18523,4
8107,I-35W,NB,45.07253,-93.18523,5
2735,I-35W,NB,45.07592,-93.18513,0
7667,I-35W,NB,45.07883,-93.18536,1
7668,I-35W,NB,45.07883,-93.18536,2
7669,I-35W,NB,45.07883,-93.18536,3
8108,I-35W,NB,45.07883,-93.18536,4
2736,I-35W,NB,45.08168,-93.18563,1
2737,I-35W,NB,45.08168,-93.18563,2
2738,I-35W,NB,45.08168,-93.18563,3
2739,I-35W,NB,45.08235,-93.18571,0
4775,I-35W,NB,45.08235,-93.18571,0
8158,I-35W,NB,45.08235,-93.18571,0
8159,I-35W,NB,45.08235,-93.18571,0
2741,I-35W,NB,45.08715,-93.18727,1
2742,I-35W,NB,45.08715,-93.18727,2
2743,I-35W,NB,45.08715,-93.18727,3
8109,I-35W,NB,45.08715,-93.18727,4
10000,I-35W,NB,45.08776,-93.18746,0
2740,I-35W,NB,45.08776,-93.18746,0
7859,I-35W,NB,45.09275,-93.188,0
2744,I-35W,NB,45.09522,-93.18802,0
4776,I-35W,NB,45.09522,-93.18802,0
7812,I-35W,NB,45.09522,-93.18802,0
8118,I-35W,NB,45.09522,-93.18802,0
10003,I-35W,NB,45.09749,-93.18802,0
2748,I-35W,NB,45.09749,-93.18802,0
4777,I-35W,NB,45.09749,-93.18802,0
8155,I-35W,NB,45.09749,-93.18802,0
2745,I-35W,NB,45.0996,-93.18806,3
2746,I-35W,NB,45.0996,-93.18806,4
2747,I-35W,NB,45.0996,-93.18806,5
2773,I-35W,NB,45.0996,-93.18806,6
8112,I-35W,NB,45.0996,-93.18806,1
8113,I-35W,NB,45.0996,-93.18806,2
2749,I-35W,NB,45.1041,-93.18812,0
2750,I-35W,NB,45.10704,-93.18818,3
2751,I-35W,NB,45.10704,-93.18818,4
2752,I-35W,NB,45.10704,-93.18818,5
2771,I-35W,NB,45.10704,-93.18818,6
8114,I-35W,NB,45.10704,-93.18818,1
8115,I-35W,NB,45.10704,-93.18818,2
2754,I-35W,NB,45.11359,-93.18825,1
2755,I-35W,NB,45.11359,-93.18825,2
2772,I-35W,NB,45.11359,-93.18825,3
2758,I-35W,NB,45.11398,-93.18826,0
7670,I-35W,NB,45.11649,-93.18826,2
7671,I-35W,NB,45.11649,-93.18826,3
7672,I-35W,NB,45.11649,-93.18826,4
8119,I-35W,NB,45.11649,-93.18826,1
8120,I-35W,NB,45.11649,-93.18826,5
2759,I-35W,NB,45.12179,-93.18831,0
2762,I-35W,NB,45.12534,-93.18834,0
2760,I-35W,NB,45.12564,-93.18835,1
2761,I-35W,NB,45.12564,-93.18835,2
7673,I-35W,NB,45.12757,-93.18837,1
7674,I-35W,NB,45.12757,-93.18837,2
8121,I-35W,NB,45.12757,-93.18837,3
7675,I-35W,NB,45.13157,-93.18835,1
7676,I-35W,NB,45.13157,-93.18835,2
8122,I-35W,NB,45.13157,-93.18835,3
2764,I-35W,NB,45.14101,-93.18648,1
2765,I-35W,NB,45.14101,-93.18648,2
7677,I-35W,NB,45.14112,-93.1864,1
7678,I-35W,NB,45.14112,-93.1864,2
8123,I-35W,NB,45.14112,-93.1864,3
2763,I-35W,NB,45.14302,-93.18489,0
2766,I-35W,NB,45.14555,-93.18215,0
7679,I-35W,NB,45.14893,-93.17747,1
7680,I-35W,NB,45.14893,-93.17747,2
8124,I-35W,NB,45.14893,-93.17747,3
7681,I-35W,NB,45.15468,-93.1696,1
7682,I-35W,NB,45.15468,-93.1696,2
8125,I-35W,NB,45.15468,-93.1696,3
2767,I-35W,NB,45.15703,-93.16635,0
2768,I-35W,NB,45.15847,-93.16442,1
2769,I-35W,NB,45.15847,-93.16442,2
2770,I-35W,NB,45.16094,-93.16105,0
8126,I-35W,NB,45.16617,-93.15056,1
8127,I-35W,NB,45.16617,-93.15056,2
6451,I-35W,NB,45.16808,-93.14273,1
6452,I-35W,NB,45.16808,-93.14273,2
6453,I-35W,NB,45.17255,-93.12488,1
6454,I-35W,NB,45.17255,-93.12488,2
133,I-35W,SB,44.75999,-93.28915,1
134,I-35W,SB,44.75999,-93.28915,2
161,I-35W,SB,44.75999,-93.28915,3
1032,I-35W,SB,44.76561,-93.28892,0
1014,I-35W,SB,44.76896,-93.28875,1
1015,I-35W,SB,44.76896,-93.28875,2
1016,I-35W,SB,44.76896,-93.28875,3
1017,I-35W,SB,44.76926,-93.28874,0
6810,I-35W,SB,44.77197,-93.2886,2
6811,I-35W,SB,44.77197,-93.2886,3
6812,I-35W,SB,44.77197,-93.2886,4
7045,I-35W,SB,44.77197,-93.2886,1
12,I-35W,SB,44.77253,-93.28858,0
11,I-35W,SB,44.77459,-93.28851,0
263,I-35W,SB,44.77566,-93.28852,0
10,I-35W,SB,44.77723,-93.28852,3
8,I-35W,SB,44.77723,-93.28852,1
9,I-35W,SB,44.77723,-93.28852,2
9587,I-35W,SB,44.77723,-93.28852,4
262,I-35W,SB,44.77882,-93.28856,0
1010,I-35W,SB,44.78337,-93.28866,0
1011,I-35W,SB,44.78414,-93.2887,2
1012,I-35W,SB,44.78414,-93.2887,3
1013,I-35W,SB,44.78414,-93.2887,4
6829,I-35W,SB,44.78414,-93.2887,1
T9584,I-35W,SB,44.78429,-93.28869,1
T9585,I-35W,SB,44.78429,-93.28869,2
T9586,I-35W,SB,44.78429,-93.28869,3
T9587,I-35W,SB,44.78429,-93.28869,4
1009,I-35W,SB,44.78521,-93.28874,0
6901,I-35W,SB,44.78728,-93.2889,1
6902,I-35W,SB,44.78728,-93.2889,2
6903,I-35W,SB,44.78728,-93.2889,3
6904,I-35W,SB,44.78728,-93.2889,4
6805,I-35W,SB,44.79094,-93.2891,1
