detector_id,name,route,direction,lat,lon,lane
25,Mainline sensor,I-94,EB,44.99296,-93.28463,5
2500,Mainline sensor,I-94,WB,44.95184,-93.17088,0
2552,Mainline sensor,I-94,EB,44.95329,-93.08093,0
2578,Mainline sensor,I-94,WB,44.95477,-93.07788,1
2579,Mainline sensor,I-94,EB,45.07616,-93.35672,3
2580,Mainline sensor,I-94,WB,45.07638,-93.3567,3
2581,Mainline sensor,I-94,EB,45.08375,-93.40459,1
2582,Mainline sensor,I-94,EB,45.08375,-93.40459,4
2583,Mainline sensor,I-94,WB,45.08395,-93.40443,1
2584,Mainline sensor,I-94,WB,45.08395,-93.40443,4
2585,Mainline sensor,I-94,EB,45.07877,-93.38873,3
2586,Mainline sensor,I-94,WB,45.07965,-93.3911,3
2587,Mainline sensor,I-94,EB,45.07863,-93.38797,0
2588,Mainline sensor,I-94,WB,45.08012,-93.39255,0
2589,Mainline sensor,I-94,WB,44.95477,-93.07788,2
2591,Mainline sensor,I-94,WB,44.96436,-93.23846,0
2592,Mainline sensor,I-94,WB,44.96612,-93.25863,0
2593,Mainline sensor,I-94,WB,44.9511,-93.11352,0
2594,Mainline sensor,I-94,WB,44.95185,-93.13395,0
2595,Mainline sensor,I-94,WB,44.95179,-93.15035,0
2596,Mainline sensor,I-94,WB,44.95184,-93.17088,0
2597,Mainline sensor,I-94,WB,44.96035,-93.20964,0
2598,Mainline sensor,I-94,WB,44.96035,-93.20964,0
2599,Mainline sensor,I-94,WB,44.96683,-93.27503,0
26,Mainline sensor,I-94,WB,44.99285,-93.28435,1
2600,Mainline sensor,I-94,EB,44.96584,-93.24815,0
2601,Mainline sensor,I-94,EB,44.96544,-93.26478,1
2602,Mainline sensor,I-94,EB,44.96544,-93.26478,2
2603,Mainline sensor,I-94,EB,44.96544,-93.26478,3
2604,Mainline sensor,I-94,EB,44.96545,-93.26327,0
2605,Mainline sensor,I-94,EB,44.96545,-93.25692,0
2606,Mainline sensor,I-94,EB,44.96565,-93.25434,1
2607,Mainline sensor,I-94,EB,44.96565,-93.25434,2
2608,Mainline sensor,I-94,EB,44.96565,-93.25434,3
2609,Mainline sensor,I-94,EB,44.96575,-93.25391,0
2610,Mainline sensor,I-94,EB,44.96584,-93.24815,0
2611,Mainline sensor,I-94,EB,44.96518,-93.24628,1
2612,Mainline sensor,I-94,EB,44.96518,-93.24628,2
2613,Mainline sensor,I-94,EB,44.96518,-93.24628,3
2614,Mainline sensor,I-94,EB,44.96518,-93.24628,4
2615,Mainline sensor,I-94,EB,44.96463,-93.24442,0
2616,Mainline sensor,I-94,EB,44.9644,-93.22994,0
2617,Mainline sensor,I-94,EB,44.96445,-93.22971,1
2618,Mainline sensor,I-94,EB,44.96445,-93.22971,2
2619,Mainline sensor,I-94,EB,44.96445,-93.22971,3
2620,Mainline sensor,I-94,EB,44.96716,-93.22223,1
2621,Mainline sensor,I-94,EB,44.96716,-93.22223,2
2622,Mainline sensor,I-94,EB,44.96716,-93.22223,3
2623,Mainline sensor,I-94,WB,44.95765,-93.19611,0
2624,Mainline sensor,I-94,EB,44.96696,-93.22039,0
2625,Mainline sensor,I-94,EB,44.95976,-93.20303,1
2626,Mainline sensor,I-94,EB,44.95976,-93.20303,2
2627,Mainline sensor,I-94,EB,44.95976,-93.20303,3
2628,Mainline sensor,I-94,EB,44.95967,-93.20406,1
2629,Mainline sensor,I-94,EB,44.95498,-93.18928,0
2630,Mainline sensor,I-94,EB,44.95542,-93.19053,1
2631,Mainline sensor,I-94,EB,44.95542,-93.19053,2
2632,Mainline sensor,I-94,EB,44.95542,-93.19053,3
2633,Mainline sensor,I-94,EB,44.95542,-93.19053,4
2634,Mainline sensor,I-94,EB,44.95156,-93.16256,1
2635,Mainline sensor,I-94,EB,44.95156,-93.16256,2
2636,Mainline sensor,I-94,EB,44.95156,-93.16256,3
2637,Mainline sensor,I-94,EB,44.95156,-93.16196,0
2638,Mainline sensor,I-94,EB,44.95158,-93.14367,1
2639,Mainline sensor,I-94,EB,44.95158,-93.14367,2
2640,Mainline sensor,I-94,EB,44.95158,-93.14367,3
2641,Mainline sensor,I-94,EB,44.95158,-93.14367,4
2642,Mainline sensor,I-94,EB,44.95159,-93.1419,0
2643,Mainline sensor,I-94,EB,44.95162,-93.1236,1
2644,Mainline sensor,I-94,EB,44.95162,-93.1236,2
2645,Mainline sensor,I-94,EB,44.95162,-93.1236,3
2646,Mainline sensor,I-94,EB,44.95162,-93.1236,4
2647,Mainline sensor,I-94,EB,44.95161,-93.12235,0
2648,Mainline sensor,I-94,EB,44.9508,-93.11033,1
2649,Mainline sensor,I-94,EB,44.9508,-93.11033,2
2650,Mainline sensor,I-94,EB,44.9508,-93.11033,3
2652,Mainline sensor,I-94,EB,44.95043,-93.1044,0
2653,Mainline sensor,I-94,WB,44.95093,-93.11033,1
2654,Mainline sensor,I-94,WB,44.95093,-93.11033,2
2655,Mainline sensor,I-94,WB,44.95093,-93.11033,3
2656,Mainline sensor,I-94,WB,44.9511,-93.11352,0
2657,Mainline sensor,I-94,WB,44.9511,-93.11352,0
2658,Mainline sensor,I-94,WB,44.95185,-93.13395,0
2663,Mainline sensor,I-94,WB,44.95179,-93.14374,1
2664,Mainline sensor,I-94,WB,44.95179,-93.14374,2
2665,Mainline sensor,I-94,WB,44.95179,-93.14374,3
2666,Mainline sensor,I-94,WB,44.95179,-93.14374,4
2667,Mainline sensor,I-94,WB,44.95179,-93.15035,0
2668,Mainline sensor,I-94,WB,44.95183,-93.16994,1
2669,Mainline sensor,I-94,WB,44.95183,-93.16994,2
2670,Mainline sensor,I-94,WB,44.95183,-93.16994,3
